Date,Open,High,Low,Close,Adj Close,Volume,MA_20,MA_50,MA_200,RSI,MACD,Signal,Histogram
2018-08-05,7031.080078,7102.77002,6940.700195,7068.47998,7068.47998,3679110000,7694.1629882,6944.4013867,8342.771965385,44.10079509857771,110.5454797297698,249.31756105459732,-138.77208132482752
2018-08-06,7062.939941,7166.549805,6890.540039,6951.799805,6951.799805,3925900000,7675.700976499999,6953.451982399999,8320.156462455001,36.39545713776788,55.940576710320784,210.64216418574202,-154.70158747542123
2018-08-07,6958.319824,7146.560059,6748.240234,6753.120117,6753.120117,4682800000,7644.8179930999995,6953.817988260001,8295.885061084999,13.290303683187432,-3.327633834378503,167.84820458171794,-171.17583841609644
2018-08-08,6746.850098,6746.850098,6226.220215,6305.799805,6305.799805,5064430000,7586.764990199999,6944.5351855399995,8262.918059135,12.19497550316521,-85.40859138553151,117.19684538826804,-202.60543677379957
2018-08-09,6305.560059,6625.72998,6249.069824,6568.22998,6568.22998,4267040000,7547.46999505,6940.36878904,8237.75871099,22.478640830536875,-127.80911577591633,68.19565315543117,-196.00476893134748
2018-08-10,6571.419922,6591.259766,6124.52002,6184.709961,6184.709961,4528680000,7485.74099115,6929.46818358,8214.02525884,13.099824527881239,-190.16657525241772,16.523207473861397,-206.6897827262791
2018-08-11,6185.790039,6455.740234,6109.029785,6295.72998,6295.72998,4047850000,7429.602978450001,6933.70898436,8191.161906785,15.733943796249449,-227.9986964006457,-32.38117330104002,-195.6175230996057
2018-08-12,6283.649902,6409.850098,6237.5,6322.689941,6322.689941,5665250000,7360.18198235,6936.91318358,8165.978354534999,15.753744682388145,-252.89031925580366,-76.48300249199275,-176.4073167638109
2018-08-13,6341.359863,6537.049805,6225.720215,6297.569824,6297.569824,4083980000,7253.846997000001,6939.39998046,8141.1692017000005,15.827280701463692,-271.5142459912595,-115.48925119184611,-156.02499479941338
2018-08-14,6287.660156,6287.939941,5971.049805,6199.709961,6199.709961,5301700000,7154.762988199999,6938.410576159999,8116.31074955,17.777162821430622,-290.8179469379411,-150.5549903410651,-140.262956596876
2018-08-15,6221.419922,6588.490234,6221.419922,6308.52002,6308.52002,4895450000,7072.6099853,6942.70757812,8090.649848675001,22.6446235064206,-293.94775981710336,-179.23354423627276,-114.7142155808306
2018-08-16,6294.22998,6473.5,6276.410156,6334.72998,6334.72998,4328420000,6981.095995999999,6946.259580059999,8063.39199955,24.049291560607173,-290.9592373740852,-201.57868286383527,-89.38055451024994
2018-08-17,6340.910156,6582.5,6324.970215,6580.629883,6580.629883,4992990000,6900.5199706,6959.803378900001,8039.81314701,32.84023276767107,-265.6860809486561,-214.40016248079945,-51.285918467856675
2018-08-18,6583.430176,6617.350098,6353.72998,6423.759766,6423.759766,3984520000,6810.784960850001,6963.91257812,8021.400446815,36.422479968604705,-255.37126879826337,-222.59438374429226,-32.776885053971114
2018-08-19,6422.569824,6537.97998,6361.549805,6506.069824,6506.069824,3311170000,6727.064453049999,6965.9539746,8002.825297890001,37.7186420134859,-237.81360486506856,-225.63822796844752,-12.175376896621032
2018-08-20,6500.509766,6536.919922,6297.930176,6308.529785,6308.529785,3665100000,6653.46894525,6964.40817382,7988.51524662,36.43205287157186,-237.10565355712424,-227.93171308618287,-9.173940470941375
2018-08-21,6301.069824,6500.870117,6298.240234,6488.759766,6488.759766,3377180000,6596.66142575,6961.89976562,7976.805295449999,44.380334903390484,-219.47161169982064,-226.23969280891043,6.768081109089792
2018-08-22,6486.25,6816.790039,6310.109863,6376.709961,6376.709961,4668110000,6537.139428699999,6958.842167960001,7962.814294475001,51.757960594792316,-212.09311193469966,-223.4103766340683,11.31726469936865
2018-08-23,6371.339844,6546.540039,6371.339844,6534.879883,6534.879883,3426180000,6492.1639159999995,6957.58876952,7954.1036450599995,49.128133869965374,-191.27767689439406,-216.9838366861335,25.706159791739424
2018-08-24,6551.52002,6719.959961,6498.640137,6719.959961,6719.959961,4097820000,6476.51940915,6959.205166,7952.927094764999,65.61287757773304,-158.0252622856715,-205.1921218060411,47.1668595203696
2018-08-25,6719.950195,6789.629883,6700.959961,6763.189941,6763.189941,3312600000,6461.2549072,6960.998964819999,7947.97304447,64.19694612225939,-126.72339759467013,-189.49837696376693,62.7749793690968
2018-08-26,6754.640137,6774.75,6620.75,6707.259766,6707.259766,3295500000,6449.02790525,6958.00555662,7943.402844275,61.47757167078239,-105.21666973027186,-172.64203551706794,67.42536578679608
2018-08-27,6710.799805,6884.640137,6689.709961,6884.640137,6884.640137,4019000000,6455.60390625,6960.2207617,7936.498095739999,66.06149731877537,-73.01761779400294,-152.71715197245496,79.69953417845201
2018-08-28,6891.080078,7109.560059,6882.339844,7096.279785,7096.279785,4659940000,6495.12790525,6967.311357399999,7928.2945923199995,73.0913997904683,-30.07539586337498,-128.18880075063896,98.11340488726398
2018-08-29,7091.709961,7113.299805,6970.819824,7047.160156,7047.160156,4145880000,6519.07441405,6981.6555566199995,7920.420891145,69.62735741607803,-0.006840301050033304,-102.55240866072118,102.54556835967115
2018-08-30,7043.759766,7072.689941,6834.689941,6978.22998,6978.22998,4463250000,6558.7504149999995,6993.325956999999,7914.66218997,66.71967177632342,18.0525192797013,-78.43142307263669,96.48394235233799
2018-08-31,6973.970215,7057.169922,6920.160156,7037.580078,7037.580078,4495650000,6595.8429199,7009.501357380001,7905.2172387949995,63.147148304304565,36.730344212998716,-55.39906961550961,92.12941382850832
2018-09-01,7044.810059,7242.290039,7038.049805,7193.25,7193.25,4116050000,6639.370922849999,7028.60536128,7898.191940944999,72.15469864867843,63.363501750905925,-31.646555342226506,95.01005709313243
2018-09-02,7189.580078,7306.310059,7132.160156,7272.720215,7272.720215,4329540000,6688.1284424,7048.53736324,7887.082392605,72.1090897327505,89.84734886178921,-7.347774501423363,97.19512336321257
2018-09-03,7279.029785,7317.939941,7208.149902,7260.060059,7260.060059,4087760000,6741.1459472999995,7066.54576168,7872.5506909450005,80.71612224615049,108.56297334055307,15.834375066971925,92.72859827358114
2018-09-04,7263.0,7388.259766,7255.439941,7361.660156,7361.660156,4273640000,6793.8029541,7078.9439648,7858.189489769999,79.68482970980108,130.0938780536526,38.686275664308056,91.40760238934453
2018-09-05,7361.459961,7388.430176,6792.830078,6792.830078,6792.830078,5800460000,6816.707958999999,7068.37976558,7836.590139185,60.79675773757281,100.10351081686531,50.96972269481951,49.1337881220458
2018-09-06,6755.140137,6755.140137,6404.720215,6529.169922,6529.169922,5523470000,6814.13496095,7051.547568320001,7816.47698977,49.85953706399383,54.43328460209614,51.66243507627484,2.7708495258212977
2018-09-07,6528.919922,6555.290039,6396.870117,6467.069824,6467.069824,4264680000,6816.300463850001,7031.551767539999,7792.685839865,43.3783513779004,13.077592033805558,43.94546646778099,-30.86787443397543
2018-09-08,6460.169922,6534.25,6197.52002,6225.97998,6225.97998,3835060000,6802.29597165,7008.988769479999,7766.797238790001,37.25438586351252,-38.70486225797595,27.4154007226296,-66.12026298060555
2018-09-09,6223.379883,6446.259766,6201.220215,6300.859863,6300.859863,3671890000,6801.91247555,6986.620165960001,7744.84953615,40.4438568813331,-72.8607561531544,7.360169347472802,-80.2209255006272
2018-09-10,6301.569824,6374.97998,6292.759766,6329.700195,6329.700195,3714100000,6793.959497000001,6964.84436518,7726.473037124999,35.9710631586008,-96.49009661059517,-13.409883844140793,-83.08021276645438
2018-09-11,6331.879883,6398.919922,6260.209961,6321.200195,6321.200195,3849910000,6791.1840087,6937.0461718199995,7706.573540055,28.16308978218663,-114.58157307598958,-33.644221690510555,-80.93735138547902
2018-09-12,6317.009766,6363.870117,6265.089844,6351.799805,6351.799805,4064230000,6782.030004800001,6895.5967773,7689.267187514999,30.202482442203618,-125.00903933148766,-51.91718521870598,-73.09185411278168
2018-09-13,6354.240234,6535.410156,6354.240234,6517.310059,6517.310059,4210910000,6771.8975097,6862.315175739999,7673.530085465,37.561267078293234,-118.55100500366916,-65.24394917569862,-53.307055827970544
2018-09-14,6515.410156,6596.100098,6456.169922,6512.709961,6512.709961,4076220000,6759.3735107,6833.5377734,7654.260134295,35.40414402295927,-112.5072422795538,-74.69660779646966,-37.81063448308413
2018-09-15,6509.399902,6561.720215,6493.549805,6543.200195,6543.200195,3216300000,6751.170532149999,6801.1015819799995,7633.348137225,30.570368924673048,-104.05769735006743,-80.56882570718922,-23.48887164287821
2018-09-16,6536.680176,6544.330078,6460.100098,6517.180176,6517.180176,3273730000,6732.7975341,6767.60217768,7613.94453615,26.67194734330252,-98.3275118429192,-84.12056293433523,-14.206948908583968
2018-09-17,6514.060059,6540.209961,6257.52002,6281.200195,6281.200195,3910780000,6692.043554600001,6728.85698236,7590.595537125,23.439531647777926,-111.54212268668653,-89.60487488480548,-21.937247801881043
2018-09-18,6280.910156,6384.180176,6265.709961,6371.299805,6371.299805,4180090000,6658.25053705,6692.6733788599995,7567.020034194999,22.95870892154562,-113.43688169321013,-94.37127624648642,-19.06560544672371
2018-09-19,6371.850098,6448.459961,6208.339844,6398.540039,6398.540039,4431340000,6629.26604,6665.035380820001,7541.564233415,34.71282282734593,-111.45564137418114,-97.78814927202536,-13.667492102155776
2018-09-20,6398.850098,6529.259766,6395.950195,6519.669922,6519.669922,4348110000,6603.3705322000005,6642.930576139999,7516.59958498,49.58590510960664,-98.97045511426677,-98.02461044047365,-0.9458446737931183
2018-09-21,6513.870117,6794.330078,6496.359863,6734.950195,6734.950195,6531940000,6580.45554195,6626.286582,7492.40783693,60.30102896592805,-70.8873904819784,-92.5971664487746,21.7097759667962
2018-09-22,6735.049805,6814.560059,6616.799805,6721.97998,6721.97998,4509660000,6552.9185302,6612.038378859999,7472.118234875,73.13129397262477,-49.11181693266917,-83.90009654555352,34.78827961288435
2018-09-23,6715.319824,6766.149902,6679.419922,6710.629883,6710.629883,4197500000,6525.4470214,6605.593974560001,7455.843532725,70.31358397853421,-32.39692440335148,-73.59946211711312,41.20253771376164
2018-09-24,6704.77002,6713.560059,6580.899902,6595.410156,6595.410156,4177310000,6487.1345214,6596.132578080001,7441.845534675001,62.132983131123495,-28.123332417096208,-64.50423617710975,36.38090376001354
2018-09-25,6603.640137,6603.640137,6381.859863,6446.470215,6446.470215,4726180000,6469.81652825,6586.02598628,7427.390136725,55.06989477971112,-36.3358316253898,-58.870555266765756,22.534723641375955
2018-09-26,6452.790039,6585.910156,6397.890137,6495.0,6495.0,4437300000,6468.10803215,6580.863583939999,7415.5351367250005,55.71265059109885,-38.484720445273524,-54.793388302467314,16.30866785719379
2018-09-27,6495.290039,6712.100098,6464.950195,6676.75,6676.75,4606810000,6478.59204095,6588.282587840001,7401.02573731,56.279140233871594,-25.231174985691723,-48.8809456391122,23.649770653420475
2018-09-28,6678.75,6785.029785,6598.319824,6644.129883,6644.129883,5014430000,6499.4995361,6589.8005859,7388.22078614,55.063882733457866,-17.161982890741456,-42.53715308943806,25.3751701986966
2018-09-29,6643.100098,6643.100098,6511.649902,6601.959961,6601.959961,4363690000,6514.554541,6598.145585900001,7375.2563379,52.2439385471717,-14.008370521298275,-36.8313965758101,22.82302605451183
2018-09-30,6604.709961,6643.779785,6566.540039,6625.560059,6625.560059,4002280000,6529.3475342,6604.74218748,7367.035090345,54.14651279011234,-9.495323148985335,-31.364181890445153,21.868858741459817
2018-10-01,6619.850098,6653.299805,6549.080078,6589.620117,6589.620117,4000970000,6542.7685303,6610.080790999999,7358.47888917,63.932454802376974,-8.718254932512536,-26.834996498858633,18.116741566346096
2018-10-02,6593.240234,6611.839844,6537.899902,6556.100098,6556.100098,3979260000,6552.98354495,6615.25139648,7349.567641614999,58.7978333214139,-10.684049099862932,-23.604807019059496,12.920757919196564
2018-10-03,6553.859863,6571.459961,6454.029785,6502.589844,6502.589844,3887310000,6552.2475342,6621.308994140001,7342.496191419999,54.832646494466,-16.37106993069392,-22.158059601386384,5.7869896706924635
2018-10-04,6497.910156,6603.310059,6497.910156,6576.689941,6576.689941,3838410000,6555.446533199999,6626.67239256,7334.261242685,52.76930510087264,-14.72902928327403,-20.672253537763915,5.943224254489884
2018-10-05,6574.149902,6623.620117,6557.410156,6622.47998,6622.47998,3671500000,6559.41052245,6632.42739256,7324.22039063,43.46111196885928,-9.621911371099486,-18.46218510443103,8.840273733331543
2018-10-06,6622.450195,6628.540039,6577.799805,6588.310059,6588.310059,3259740000,6562.9670166,6632.580996079999,7312.59459229,42.41554639533984,-8.236762415735939,-16.417100566692014,8.180338150956075
2018-10-07,6590.680176,6641.490234,6557.040039,6602.950195,6602.950195,3306630000,6579.054516599999,6636.16480466,7300.9629419,43.91296279008023,-5.88979141748041,-14.311638736849694,8.421847319369284
2018-10-08,6600.189941,6675.060059,6576.040039,6652.22998,6652.22998,3979460000,6593.101025350001,6639.08800778,7290.581743164999,53.47071809719482,-0.05272540554233274,-11.459856070588222,11.407130665045889
2018-10-09,6653.080078,6661.410156,6606.939941,6642.640137,6642.640137,3580810000,6605.30603025,6645.770214820001,7279.396843264999,64.44103694957899,3.756073599884985,-8.41667013649358,12.172743736378566
2018-10-10,6640.290039,6640.290039,6538.959961,6585.529785,6585.529785,3787650000,6608.5990234,6647.7056152,7268.983891604999,56.58120326679403,2.1415595716598546,-6.305024194862894,8.44658376652275
2018-10-11,6586.740234,6586.740234,6243.740234,6256.240234,6256.240234,5181640000,6584.663525349999,6645.2962206600005,7257.786191410001,24.829724316067868,-25.415890639304962,-10.12719748375131,-15.288693155553652
2018-10-12,6239.25,6328.5,6236.470215,6274.580078,6274.580078,3783500000,6562.29353025,6640.09022456,7248.112089845,27.495286908923404,-45.2538382559942,-17.15252563819989,-28.101312617794306
2018-10-13,6278.080078,6308.509766,6259.810059,6285.990234,6285.990234,3064030000,6541.0615478,6631.41083002,7240.376840819999,30.009255323561703,-59.37046467640903,-25.59611344584172,-33.774351230567305
2018-10-14,6288.490234,6363.209961,6280.149902,6290.930176,6290.930176,3085320000,6525.8375488,6621.965634720001,7232.059091800001,28.316684511599377,-69.35984368184654,-34.34885949304269,-35.01098418880385
2018-10-15,6292.640137,6965.060059,6258.680176,6596.540039,6596.540039,7370770000,6533.34104,6619.7512401799995,7229.21329102,50.33227327935283,-52.016720285172596,-37.88243165146867,-14.134288633703925
2018-10-16,6601.410156,6673.589844,6571.370117,6596.109863,6596.109863,4074800000,6538.396533149999,6613.980634699999,7227.741240235,51.98419806523652,-37.87033599108236,-37.880012519391414,0.00967652830905763
2018-10-17,6590.52002,6601.209961,6517.450195,6544.430176,6544.430176,4088420000,6531.78054195,6602.94364252,7225.59574219,52.07875540440318,-30.478011806356335,-36.3996123767844,5.921600570428062
2018-10-18,6542.330078,6567.540039,6450.040039,6476.709961,6476.709961,3924080000,6523.40954585,6591.53463862,7223.758142095,45.00099855048929,-29.741159447309656,-35.06792179088945,5.326762343579794
2018-10-19,6478.069824,6493.680176,6445.310059,6465.410156,6465.410156,3578870000,6516.582055600001,6581.278242140001,7220.666193850001,41.865959866759475,-29.726331821876556,-33.99960379708688,4.273271975210321
2018-10-20,6460.919922,6497.720215,6449.0,6489.189941,6489.189941,3379130000,6509.763549699999,6570.3104394,7215.83159424,44.811112360286245,-27.478990214236546,-32.695481080516814,5.216490866280267
2018-10-21,6490.089844,6556.379883,6476.0,6482.350098,6482.350098,3253610000,6504.40004875,6556.09244136,7213.97414551,43.634661794077005,-25.950730103244496,-31.346530885062354,5.395800781817858
2018-10-22,6486.049805,6543.799805,6462.97998,6487.160156,6487.160156,3672860000,6500.95305165,6540.38124018,7212.352595214999,40.85839370370101,-24.073932168955253,-29.892011141840932,5.818078972885679
2018-10-23,6472.359863,6506.009766,6451.27002,6475.740234,6475.740234,3716150000,6499.61057115,6524.694843679999,7211.549697265,40.77574110333887,-23.240150560392067,-28.56163902555116,5.321488465159092
2018-10-24,6478.890137,6521.990234,6468.859863,6495.839844,6495.839844,3424670000,6495.5680663,6507.378437439999,7209.473447265,44.83155459459099,-20.718670148437013,-26.993045250128333,6.274375101691319
2018-10-25,6484.649902,6504.649902,6447.029785,6476.290039,6476.290039,3230550000,6488.25856925,6501.04763666,7206.7372973599995,69.72024388255585,-20.06656971002849,-25.607750142108365,5.5411804320798765
2018-10-26,6468.439941,6498.290039,6449.609863,6474.75,6474.75,3306050000,6482.5805663,6499.959238219999,7205.25739746,68.49558578192085,-19.449838065007498,-24.37616772668819,4.926329661680693
2018-10-27,6480.839844,6507.410156,6453.529785,6480.379883,6480.379883,3393250000,6476.4520507,6500.2254394,7203.485498045,68.15542592410053,-18.29588570420674,-23.160111322191902,4.864225617985163
2018-10-28,6482.660156,6502.279785,6447.910156,6486.390137,6486.390137,3445190000,6468.16005855,6505.43364254,7201.07584961,68.21896512249396,-16.703841390711204,-21.868857335895765,5.16501594518456
2018-10-29,6492.350098,6503.600098,6306.990234,6332.629883,6332.629883,4199910000,6452.65954585,6506.06904294,7193.292749025001,15.6875716164744,-27.531931305884427,-23.001472129893497,-4.530459175990931
2018-10-30,6337.040039,6364.990234,6310.140137,6334.27002,6334.27002,3781100000,6440.0965576,6506.16043944,7185.48429932,16.063518048248312,-35.57088619320439,-25.515354942555675,-10.055531250648713
2018-10-31,6336.990234,6349.160156,6316.879883,6317.609863,6317.609863,4191240000,6443.16503905,6506.088632800001,7177.141147465,17.667284800083806,-42.792861820669714,-28.970856318178484,-13.82200550249123
2018-11-01,6318.140137,6547.140137,6311.830078,6377.779785,6377.779785,3789400000,6448.325024399999,6506.608232399999,7167.3844946300005,35.58749342682779,-43.163557075000426,-31.809396469542875,-11.354160605457551
2018-11-02,6378.919922,6396.859863,6327.379883,6388.439941,6388.439941,4234870000,6453.44750975,6504.03083004,7159.0333447250005,38.765762571178016,-42.1117126266854,-33.86985970097138,-8.24185292571402
2018-11-03,6387.240234,6400.069824,6342.370117,6361.259766,6361.259766,3658640000,6456.96398925,6501.00182614,7151.3291943350005,31.51138892115337,-42.97593150476587,-35.691074061730276,-7.284857443035591
2018-11-04,6365.470215,6388.629883,6294.569824,6376.129883,6376.129883,4390020000,6445.94348145,6497.6604199,7142.39274414,34.99716549826573,-41.977051702638164,-36.94826958991186,-5.028782112726304
2018-11-05,6363.620117,6480.589844,6363.620117,6419.660156,6419.660156,4174800000,6437.1209961,6495.7100195,7133.0194970699995,41.40610625916991,-37.24358219723672,-37.00733211137683,-0.23625008585988638
2018-11-06,6433.379883,6463.549805,6408.160156,6461.009766,6461.009766,4700040000,6432.9499756,6499.306210919999,7121.09539551,48.25736965127437,-29.81205079332176,-35.56827584776582,5.756225054444059
2018-11-07,6468.5,6552.160156,6468.310059,6530.140137,6530.140137,4941260000,6435.6214844,6502.48301756,7109.268195805,53.635961791333244,-18.135213963549177,-32.08166347092249,13.946449507373316
2018-11-08,6522.27002,6536.919922,6438.529785,6453.720215,6453.720215,4665260000,6435.03698735,6503.586621079999,7097.524497075001,47.86493522189436,-14.876202088787977,-28.640571194495593,13.764369105707615
2018-11-09,6442.600098,6456.459961,6373.370117,6385.620117,6385.620117,4346820000,6429.85849615,6500.90562498,7084.798198245,42.5114950214635,-17.5858022884604,-26.429617413288554,8.843815124828154
2018-11-10,6386.129883,6437.279785,6385.310059,6409.220215,6409.220215,3705320000,6426.202002,6494.391025380001,7068.35679932,44.19655764421452,-17.62567152423344,-24.668828235477534,7.0431567112440945
2018-11-11,6413.629883,6423.25,6350.169922,6411.27002,6411.27002,3939060000,6422.407495199999,6488.176826180001,7056.18444825,43.8337288253003,-17.292528543437584,-23.193568297069547,5.901039753631963
2018-11-12,6411.759766,6434.209961,6360.470215,6371.27002,6371.27002,4295770000,6417.1839845,6481.38962892,7041.6332495199995,53.900201005190105,-20.025336424084344,-22.559921922472505,2.534585498388161
2018-11-13,6373.189941,6395.27002,6342.669922,6359.490234,6359.490234,4503800000,6410.366504,6476.671230479999,7028.4954516650005,52.49457859081402,-22.877914285855695,-22.623520395149143,-0.2543938907065524
2018-11-14,6351.240234,6371.549805,5544.089844,5738.350098,5738.350098,7398940000,6373.469506949999,6462.50882814,7010.4447998099995,23.906758669282496,-74.4017634677466,-32.97916900966864,-41.42259445807797
2018-11-15,5736.149902,5774.819824,5358.379883,5648.029785,5648.029785,7032140000,6332.1334962,6445.569423839999,6991.5895483449995,17.997094649293132,-121.12660744253026,-50.60865669624097,-70.51795074628929
2018-11-16,5645.319824,5657.02002,5498.939941,5575.549805,5575.549805,5279320000,6286.8919923,6423.54541994,6973.264548345,16.18454705251449,-162.13590973111968,-72.91410730321672,-89.22180242790296
2018-11-17,5578.580078,5578.580078,5519.560059,5554.330078,5554.330078,4303150000,6240.2889893500005,6401.74942384,6955.441149905,16.265205864105383,-194.110744051457,-97.15343465286477,-96.95730939859223
2018-11-18,5559.740234,5653.609863,5559.740234,5623.540039,5623.540039,4159680000,6204.83449715,6382.1810254,6937.379250490001,19.904353416819376,-211.4291416408778,-120.00857605046738,-91.4205655904104
2018-11-19,5620.779785,5620.779785,4842.910156,4871.490234,4871.490234,7039560000,6131.6955078500005,6347.0996288999995,6913.0173999,10.4826753285234,-282.58081489024335,-152.5230238184226,-130.05779107182076
2018-11-20,4863.930176,4951.609863,4272.109863,4451.870117,4451.870117,8428290000,6038.40852055,6304.344628899999,6886.772951655,7.016765362927416,-368.5801030954126,-195.7344396738206,-172.845663421592
2018-11-21,4465.540039,4675.72998,4343.97998,4602.169922,4602.169922,6120120000,5949.6280274,6265.2660253799995,6860.49304931,10.137730144674677,-419.7683917109116,-240.54123008123884,-179.22716162967276
2018-11-22,4611.569824,4629.640137,4365.640137,4365.939941,4365.939941,4569370000,5848.5030274,6222.533027319999,6834.04874999,9.509317167532302,-473.93404775198997,-287.2197936153891,-186.71425413660086
2018-11-23,4360.700195,4396.419922,4195.680176,4347.109863,4347.109863,4871490000,5747.79553225,6177.941425760001,6808.919250475001,9.6945903265118,-512.4726842314449,-332.27037173860026,-180.2023124928446
2018-11-24,4347.689941,4413.089844,3795.159912,3880.76001,3880.76001,4679500000,5623.027038599999,6123.10702636,6782.148948960001,7.45595338800824,-574.0283257668416,-380.6219625442485,-193.4063632225931
2018-11-25,3880.780029,4120.870117,3585.060059,4009.969971,4009.969971,6825640000,5502.542529349999,6071.5402246,6755.572900375001,11.253599299405195,-605.4066995878293,-425.5789099529647,-179.8277896348646
2018-11-26,4015.070068,4107.140137,3643.919922,3779.129883,3779.129883,6476900000,5368.448535199999,6015.06381836,6729.248847639999,10.600738402988242,-641.5062678682289,-468.7643815360176,-172.74188633221127
2018-11-27,3765.949951,3862.959961,3661.01001,3820.719971,3820.719971,5998720000,5232.9775269,5958.43361818,6706.144996325,11.758480551594545,-659.1610648529495,-506.84371819940395,-152.31734665354554
2018-11-28,3822.469971,4385.899902,3822.469971,4257.419922,4257.419922,7280280000,5123.162512249999,5910.729213879999,6684.907647695,26.38032003797619,-630.6449004181522,-531.6039546431537,-99.04094577499859
2018-11-29,4269.004395,4413.020508,4145.765137,4278.84668,4278.84668,6503347767,5017.823840399999,5864.59555178,6662.6821789450005,27.671917331645815,-599.407082625441,-545.1645802396112,-54.24250238582988
2018-11-30,4289.088867,4322.976563,3942.822021,4017.268555,4017.268555,6048016717,4898.2262574,5819.8161182,6639.184571524999,26.064402677356583,-588.9687899659048,-553.92542218487,-35.04336778103482
2018-12-01,4024.464355,4309.377441,3969.710693,4214.671875,4214.671875,5375314093,4788.39635015,5778.617954140001,6617.706031485,30.47906901687287,-558.331472013665,-554.806632150629,-3.52483986303605
2018-12-02,4200.733398,4301.519531,4110.978516,4139.87793,4139.87793,5262697895,4676.82674565,5735.69570806,6596.561270745,28.415830167800934,-533.931592056626,-550.6316241318284,16.700032075202444
2018-12-03,4147.32373,4155.979492,3840.446289,3894.130859,3894.130859,5089570994,4553.558776899999,5687.75972172,6575.56032592,33.32503597402797,-528.3339414343691,-546.1720875923365,17.838146157967458
2018-12-04,3886.294922,4075.627686,3832.75,3956.893799,3956.893799,5028069239,4464.48596195,5634.96679692,6554.08994628,40.3841861655548,-512.920687853577,-539.5218076445847,26.601119791007704
2018-12-05,3958.894775,3969.535889,3753.994873,3753.994873,3753.994873,5302481574,4369.78421635,5578.124497119999,6531.624022205,33.85265731653955,-511.1851962349674,-533.8544853626612,22.669289127693787
2018-12-06,3754.074463,3874.966064,3521.101807,3521.101807,3521.101807,5878333109,4267.061816449999,5517.657929740001,6506.66328124,33.895723423699906,-522.5783724969115,-531.5992627895113,9.020890292599802
